帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
643,21,966.52,580.94,6513.68,2453.01,50.2,35.86,1
643,14,539.02,446.09,4758.84,1179.37,22.39,19.51,0
643,2,523.11,702.38,4293.2,2330.89,15.02,34.3,1
643,15,501.63,370.55,4703.03,775.48,21.51,14.32,0
643,1,867.57,424.24,6299.74,1582.49,46.81,24.69,0
643,9,291.42,318.2,3818.74,213.25,7.5,7.1,1
643,13,651.62,303.8,5493.48,699.01,34.04,13.34,0
643,44,1658.91,397.28,9971.89,2671.15,105.0,38.67,1
643,7,1132.31,626.86,7204.02,2917.73,61.14,41.83,0
643,12,255.95,520.8,3345.59,1088.47,0.0,18.34,1
643,5,556.35,279.28,5093.89,440.55,27.7,10.02,1
643,8,1004.79,333.72,7068.04,1377.4,58.99,22.05,0
643,3,1139.91,387.48,7605.6,1831.06,67.5,27.88,0
643,19,1160.16,387.3,7698.82,1861.26,68.98,28.27,1
643,51,1133.19,443.07,7489.61,2075.82,65.67,31.02,0
643,17,694.47,205.55,5840.58,313.88,39.54,8.4,1
643,11,566.0,410.81,4936.66,1058.84,25.21,17.96,1
643,46,1440.89,967.99,8097.2,4955.66,75.29,68.0,3
643,37,262.43,207.3,3855.63,-339.99,8.08,0.0,3
644,47,890.32,255.64,6637.31,840.52,52.51,15.16,0
644,29,919.84,369.87,6598.11,1418.15,51.89,22.49,1
644,21,967.12,580.78,6492.09,2473.42,50.24,35.87,1
644,2,523.42,700.41,4240.86,2344.3,15.05,34.23,1
644,6,995.72,414.77,6882.03,1744.56,56.33,26.63,1
644,14,540.25,446.37,4712.11,1187.31,22.41,19.56,0
644,1,870.31,425.01,6282.17,1598.32,46.96,24.77,0
644,7,1136.5,626.27,7210.5,2947.19,61.47,41.88,0
644,10,1156.09,886.61,6899.09,4189.87,56.6,57.65,1
644,44,1658.47,397.16,9995.54,2687.57,105.0,38.59,1
644,15,502.16,371.54,4650.45,779.95,21.45,14.39,0
644,12,256.97,520.58,3278.16,1094.78,0.0,18.38,1
644,9,293.22,318.1,3760.14,207.97,7.53,7.13,1
644,20,799.32,565.99,5733.55,2145.04,38.38,31.71,0
644,13,650.67,303.7,5446.96,693.73,33.9,13.29,0
644,8,1007.54,334.26,7061.55,1387.96,59.14,22.1,0
644,5,556.66,280.53,5045.02,440.4,27.62,10.08,1
644,51,1138.36,442.71,7503.06,2095.29,66.04,31.08,0
644,11,566.65,410.61,4890.34,1061.63,25.2,17.96,1
644,3,1142.78,386.98,7609.84,1842.59,67.71,27.87,0
644,17,695.47,205.7,5807.14,306.62,39.53,8.38,1
644,19,1163.47,387.4,7705.52,1876.56,69.2,28.3,1
644,46,1445.2,965.81,8122.96,5005.81,75.73,68.0,3
644,37,261.51,207.91,3782.89,-354.22,7.89,0.0,3
645,29,922.05,367.87,6612.49,1421.7,52.14,22.25,1
645,21,968.98,579.87,6502.81,2498.57,50.45,35.68,1
645,6,999.34,414.9,6904.69,1765.28,56.65,26.54,1
645,14,542.09,447.56,4689.43,1204.25,22.46,19.54,0
645,2,524.46,698.38,4213.44,2363.77,15.12,34.0,1
645,8,1008.64,334.87,7074.0,1401.07,59.26,22.0,0
645,12,258.67,520.56,3233.76,1106.15,0.0,18.32,1
645,44,1655.03,395.89,10037.83,2701.52,105.0,38.21,1
645,13,651.31,304.36,5430.5,697.4,33.9,13.22,0
645,9,296.72,318.41,3730.23,208.92,7.66,7.14,1
645,20,799.32,564.73,5723.52,2161.36,38.42,31.47,0
645,10,1154.15,884.95,6901.77,4232.31,56.6,57.29,1
645,51,1141.7,443.94,7533.03,2125.56,66.35,31.03,0
645,7,1141.06,625.72,7245.54,2984.88,61.91,41.74,0
645,1,876.99,425.5,6309.04,1623.94,47.46,24.77,0
645,15,501.88,373.98,4614.28,793.02,21.3,14.42,0
645,11,568.78,410.45,4873.85,1070.37,25.31,17.87,1
645,5,558.19,282.33,5024.22,447.41,27.63,10.11,1
645,17,695.17,206.38,5791.43,302.34,39.47,8.3,1
