帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
20,2,933.94,648.32,7270.84,5723.55,61.21,51.0,0
20,9,639.53,341.5,4434.54,3424.8,22.29,22.14,0
20,4,882.77,488.19,6384.95,4732.42,49.06,38.55,0
20,5,606.97,468.89,5338.79,4555.37,34.7,36.33,0
20,7,617.95,395.37,4832.55,3956.03,27.76,28.81,0
20,8,965.02,429.61,6349.58,4265.12,48.57,32.69,0
20,10,943.4,351.95,5714.69,3486.47,39.86,22.91,1
20,12,768.07,326.0,4771.36,3224.61,26.92,19.62,0
20,14,1094.36,347.19,6347.36,3402.24,48.54,21.85,1
20,17,926.06,330.65,5462.9,3240.77,36.41,19.83,0
20,15,1193.39,421.21,7257.87,4195.7,61.04,31.81,1
20,13,1432.31,409.44,8357.59,4078.71,76.13,30.35,1
20,16,1211.94,515.17,7755.69,4991.05,67.87,41.8,1
20,18,1452.2,479.05,8683.5,4751.69,80.6,38.79,1
20,19,1491.72,668.12,9246.1,6022.35,88.32,54.75,1
20,11,1175.38,252.94,5959.37,1973.87,43.22,3.92,1
20,20,924.55,233.59,4439.98,1829.37,22.37,2.11,0
20,21,1394.17,317.49,7719.56,2911.3,67.37,15.69,1
20,22,964.31,521.32,6845.47,4983.36,55.38,41.7,1
20,6,1788.97,894.33,10461.59,7077.95,105.0,68.0,3
20,23,627.71,209.85,2809.95,1661.59,0.0,0.0,3
21,1,393.87,659.21,5797.24,5621.79,40.99,49.72,0
21,3,860.68,419.39,5882.38,4170.4,42.16,31.5,0
21,2,933.95,648.32,7270.93,5723.48,61.21,50.99,0
21,9,639.53,341.5,4434.71,3424.75,22.29,22.13,0
21,4,882.77,488.18,6385.02,4732.33,49.06,38.55,0
21,5,606.97,468.89,5338.93,4555.31,34.7,36.33,0
21,7,617.95,395.37,4832.69,3955.97,27.75,28.8,0
21,8,965.02,429.61,6349.65,4265.04,48.57,32.68,0
21,10,943.4,351.95,5714.78,3486.4,39.86,22.91,1
21,12,768.07,326.0,4771.51,3224.56,26.91,19.62,0
21,14,1094.36,347.19,6347.42,3402.16,48.54,21.85,1
21,17,926.06,330.65,5463.0,3240.7,36.4,19.82,0
21,15,1193.39,421.21,7257.91,4195.6,61.03,31.81,1
21,13,1432.31,409.44,8357.58,4078.59,76.12,30.34,1
21,16,1211.94,515.17,7755.74,4990.95,67.87,41.8,1
21,18,1452.2,479.05,8683.51,4751.58,80.6,38.79,1
21,19,1491.71,668.12,9246.17,6022.28,88.32,54.75,1
21,11,1175.38,252.94,5959.43,1973.86,43.22,3.92,1
21,20,924.55,233.59,4440.17,1829.4,22.37,2.11,0
21,21,1394.17,317.49,7719.52,2911.2,67.37,15.69,1
21,22,964.31,521.32,6845.55,4983.28,55.38,41.7,1
21,6,1788.97,894.33,10461.78,7077.98,105.0,68.0,3
21,23,627.71,209.85,2810.28,1661.66,0.0,0.0,3
22,1,393.87,659.22,5797.15,5621.86,40.99,49.72,0
22,3,860.68,419.39,5882.33,4170.51,42.16,31.5,0
22,2,933.94,648.32,7270.87,5723.55,61.22,51.0,0
22,9,639.53,341.5,4434.58,3424.83,22.29,22.14,0
22,4,882.77,488.19,6384.99,4732.44,49.06,38.55,0
22,5,606.97,468.89,5338.83,4555.4,34.7,36.33,0
22,7,617.95,395.37,4832.59,3956.06,27.76,28.81,0
22,8,965.02,429.61,6349.62,4265.14,48.57,32.69,0
